Company,Product,TypeName,Inches,ScreenResolution,CPU_Frequency (GHz),RAM (GB),Memory,OpSys,Weight (kg),Price,CPU,GPU,Memory_Type,GPU_Type,Memory_Type_Score,GPU_Type_Score,Price_Range
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,2.7,16,512GB SSD,Windows 10,1.05,2226,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,2.6,8,128GB SSD +  1TB HDD,Windows 10,3.52,1312,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,Hybrid,Integrated,2.5,1,Mid Budget
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Full HD 1920x1080,1.44,4,32GB Flash Storage,Windows 10,1.35,196,Intel Atom X5-Z8350,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,1.16,1690,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,2.3,8,256GB SSD,Windows 7,1.43,1513,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Latitude E5570,Notebook,15.6,1366x768,2.3,4,500GB HDD,Linux,2.09,523,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Asus,VivoBook Max,Notebook,15.6,1366x768,2.4,4,1TB HDD,Windows 10,2.0,435,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.8,1669,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,1.44,4,64GB Flash Storage,Windows 10,0.69,479,Intel Atom x5-Z8550,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
HP,EliteBook 820,Ultrabook,12.5,1366x768,2.4,8,256GB SSD,Windows 7,1.26,1895,Intel Core i5 6300U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.5,8,128GB SSD +  1TB HDD,No OS,2.4,989,Intel Core i5 7300HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,Mid Budget
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,2.3,8,128GB SSD +  1TB HDD,Windows 10,3.35,1129,Intel Core i5 6300HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,Mid Budget
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,2.7,8,2TB HDD,Windows 10,2.04,629,Intel Core i7 7500U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,2.6,8,512GB SSD,Windows 7,1.8,2050,Intel Core i7 6600U,Nvidia Quadro M500M,SSD,Integrated,3.0,1,High Budget
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,1.1,4,32GB Flash Storage,Windows 10,1.5,278,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.84,752,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,2.5,4,1TB HDD,Windows 10,2.23,616,Intel Core i5 7200U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,2.5,16,1.0TB Hybrid,Windows 10,2.5,1099,Intel Core i7 6500U,AMD Radeon R7 M360,Hybrid,Integrated,2.5,1,Mid Budget
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,2.6,8,256GB SSD,Windows 7,3.0,3949,Intel Core i7 6700HQ,Nvidia Quadro M3000M,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,2.5,8,1TB HDD,Windows 10,2.5,784,Intel Core i5 7200U,AMD Radeon R7 M445,HDD,Integrated,1.0,1,Mid Budget
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,2.7,16,256GB SSD +  1TB HDD,Windows 10,3.78,2399,Intel Core i7 6820HQ,Nvidia GeForce GTX 980M,Hybrid,Integrated,2.5,1,High Budget
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 7,1.88,2171,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,2.6,16,512GB SSD,Windows 10,2.8,2440,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.4,1142,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.4,8,256GB SSD,Windows 10,1.48,1629,Intel Core i5 6300U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,2.6,8,256GB SSD,Windows 7,2.59,2229,Intel Core i7 6700HQ,Nvidia Quadro M1000M,SSD,Integrated,3.0,1,High Budget
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,2.6,8,256GB SSD,Windows 10,1.48,1799,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,2.6,8,256GB SSD,Windows 7,2.0,1899,Intel Core i7 6700HQ,Nvidia Quadro M1000M,SSD,Integrated,3.0,1,High Budget
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,2.5,8,256GB SSD,Windows 7,1.26,2296,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,2.18,1009,Intel Core i7 7500U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,2.3,8,256GB SSD,Windows 7,1.88,1579,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,2.5,8,256GB SSD,Windows 10,1.27,2339,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,2.0,4,1TB HDD,No OS,1.9,339,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,1.8,4,500GB HDD,Windows 10,1.86,297,AMD E-Series 7110,AMD Radeon R2 Graphics,HDD,Integrated,1.0,1,Low Budget
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,2.3,8,1TB HDD,No OS,2.32,599,Intel Core i5 6200U,AMD Radeon R5 M330,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,2.8,8,1TB HDD,Windows 10,2.62,1199,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050Ti,HDD,Integrated,1.0,1,Mid Budget
Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,2.3,8,256GB SSD,Windows 10,2.04,2250,Intel Core i5 6300HQ,Nvidia GeForce 960M,SSD,Integrated,3.0,1,High Budget
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,2.5,4,256GB SSD,Windows 10,1.91,478,AMD A6-Series A6-9220,AMD Radeon 520,SSD,Integrated,3.0,1,Low Budget
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.7,1492,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,2.6,12,512GB SSD,Windows 7,1.4,2299,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,2.3,8,1.0TB Hybrid,Windows 10,2.5,788,Intel Core i5 6200U,AMD Radeon R5 M330,Hybrid,Integrated,2.5,1,Mid Budget
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,2.6,8,512GB SSD,Windows 10,1.48,2041,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,2.6,8,256GB SSD,Windows 7,1.7,1499,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,2.6,16,256GB SSD +  1TB HDD,Windows 10,1.7,1769,Intel Core i7 6700HQ,Nvidia GeForce GTX 970M,Hybrid,Integrated,2.5,1,High Budget
HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,1TB HDD,Windows 10,2.62,899,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,HDD,Integrated,1.0,1,Mid Budget
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,2.0,8,1TB HDD,Windows 10,2.2,459,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
HP,250 G4,Notebook,15.6,1366x768,2.3,4,500GB HDD,No OS,2.1,476,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.62,1498,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,Hybrid,Integrated,2.5,1,High Budget
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.95,1390,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,Windows 10,2.2,468,Intel Core i3 6006U,Nvidia GeForce 920MX,HDD,Integrated,1.0,1,Low Budget
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,1.6,2,32GB Flash Storage,Windows 10,1.44,249,Intel Celeron Dual Core N3060,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,2.2,839,Intel Core i7 7500U,Nvidia GeForce GTX 1050,HDD,Integrated,1.0,1,Mid Budget
HP,250 G5,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.96,679,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,1.8,16,512GB SSD,Windows 10,2.1,1159,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,1.6,4,500GB HDD,Windows 10,2.2,369,Intel Celeron Dual Core N3050,Intel HD Graphics,HDD,Integrated,1.0,1,Low Budget
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,2.3,4,500GB HDD,No OS,2.1,398,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,2.7,8,1TB HDD,No OS,2.2,709,Intel Core i7 7500U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,2.4,4,256GB SSD,Windows 10,2.0,769,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,2.5,4,1.0TB Hybrid,Windows 7,2.32,825,Intel Core i7 6500U,Intel HD Graphics 520,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,2.6,16,512GB SSD,Windows 10,3.31,1305,Intel Core i7 6700HQ,Nvidia GeForce GTX 960,SSD,Integrated,3.0,1,Mid Budget
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,2.6,16,128GB SSD +  1TB HDD,Windows 10,1.91,2153,Intel Core i7 6700HQ,Nvidia GeForce GTX 970M,Hybrid,Integrated,2.5,1,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.07,650,Intel Core i3 6100U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,2.3,8,256GB SSD,Windows 10,1.36,1637,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,2.7,6,256GB SSD,Windows 10,1.54,831,Intel Core i7 7500U,Nvidia GeForce 920M,SSD,Integrated,3.0,1,Mid Budget
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,2.7,8,256GB SSD,Linux,1.98,895,Intel Core i7 7500U,Nvidia GeForce GT 940MX,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire 3,Notebook,15.6,1366x768,2.0,4,500GB HDD,Windows 10,2.1,333,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,2.6,6,1TB HDD,Windows 10,2.18,799,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,HDD,Integrated,1.0,1,Mid Budget
Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,2.6,8,256GB SSD +  1TB HDD,Windows 10,2.591,909,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,2.7,16,512GB SSD,Windows 10,2.09,1179,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,2.5,4,256GB SSD,Windows 10,2.23,691,Intel Core i5 7200U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,2.4,8,256GB SSD,Linux,1.23,1099,Intel Core i5 6300U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,4.2,2599,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.5,8,1TB HDD,Windows 10,2.4,819,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,HDD,Integrated,1.0,1,Mid Budget
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,2.0,4,32GB Flash Storage,Chrome OS,1.15,659,Samsung Cortex A72&A53,ARM Mali T860 MP4,Flash Storage,Integrated,2.0,1,Mid Budget
HP,250 G6,Notebook,15.6,1366x768,2.5,4,500GB HDD,Windows 10,1.86,485,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,1.1,8,256GB Flash Storage,Mac OS X,0.92,1163,Intel Core M,Intel HD Graphics 5300,Flash Storage,Integrated,2.0,1,Mid Budget
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.6,1199,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,2.8,12,128GB SSD +  1TB HDD,Windows 10,2.21,1327,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,2.0,4,1TB HDD,No OS,1.9,368,Intel Core i3 6006U,AMD Radeon R5 M430,HDD,Integrated,1.0,1,Low Budget
Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,2.6,16,512GB SSD +  1TB HDD,Windows 10,4.3,2150,Intel Core i7 6700HQ,Nvidia GeForce GTX 980M,Hybrid,Integrated,2.5,1,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,2.0,4,1TB HDD,Linux,2.1,272,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.43,2048,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,2.0,4,128GB SSD,Windows 10,2.3,499,Intel Core i3 6006U,AMD Radeon R7 M440,SSD,Integrated,3.0,1,Low Budget
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,2.5,8,500GB HDD,No OS,2.2,629,Intel Core i7 6500U,Nvidia GeForce 920MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,1.8,16,512GB SSD,Windows 10,2.0,1285,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,2.7,16,512GB SSD,Windows 10,1.2,2680,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,2.6,8,1TB HDD,Windows 10,2.2,1169,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.36,889,Intel Core i5 7200U,AMD Radeon R7 M445,SSD,Integrated,3.0,1,Mid Budget
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,2.5,8,256GB SSD,Windows 10,1.91,579,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,2.2,4,500GB HDD,Windows 10,2.2,299,AMD E-Series 9000,AMD Radeon R2 Graphics,HDD,Integrated,1.0,1,Low Budget
Acer,Aspire E5-774G,Notebook,17.3,1600x900,2.0,8,1TB HDD,Windows 10,3.3,629,Intel Core i3 6006U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.2,2449,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,1.2,8,512GB Flash Storage,Mac OS X,0.92,1279,Intel Core M,Intel HD Graphics 515,Flash Storage,Integrated,2.0,1,Mid Budget
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,2.8,16,128GB SSD +  1TB HDD,Windows 10,2.2,1749,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,2.6,16,256GB SSD +  1TB HDD,Windows 10,2.43,1948,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,2.191,999,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.9,1949,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,1.5,2,32GB SSD,Chrome OS,1.3,174,Intel Celeron Dual Core 3205U,Intel HD Graphics,SSD,Integrated,3.0,1,Low Budget
Acer,E5 774G,Notebook,17.3,1600x900,2.0,4,1TB HDD,Windows 10,3.3,598,Intel Core i3 6006U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Low Budget
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,2.5,8,1TB HDD,No OS,2.8,539,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,2.6,8,128GB SSD +  1TB HDD,Windows 10,2.6,1272,Intel Core i7 6700HQ,Nvidia GeForce GTX 960<U+039C>,Hybrid,Integrated,2.5,1,Mid Budget
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,1.3,8,256GB SSD,Windows 10,1.2,1149,Intel Core i7 7Y75,Intel HD Graphics 615,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,2.6,8,256GB SSD,Windows 10,2.3,1529,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,2.6,8,128GB SSD +  1TB HDD,Windows 10,2.2,1476,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,Mid Budget
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,2.7,6,1TB HDD,Windows 10,2.1,529,AMD A12-Series 9720P,AMD Radeon 530,HDD,Integrated,1.0,1,Low Budget
Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,2.4,8,256GB SSD,Windows 7,1.26,1713,Intel Core i5 6300U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5578,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,2.4,4,500GB HDD,Windows 10,2.08,509,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,1.6,4,1TB HDD,Windows 10,2.65,309,Intel Pentium Quad Core N3710,Intel HD Graphics 405,HDD,Integrated,1.0,1,Low Budget
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,2.7,8,256GB SSD,Windows 10,1.29,1477,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,2.5,4,1TB HDD,Linux,2.18,521,Intel Core i5 7200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,2.6,16,128GB SSD +  1TB HDD,Windows 10,2.6,1029,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,Hybrid,Integrated,2.5,1,Mid Budget
MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.2,1149,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,2.5,16,512GB SSD,Windows 10,1.3,1650,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,2.8,16,1TB SSD,Windows 10,1.95,3499,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,2.4,8,1TB HDD,Windows 10,2.3,469,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.7,1598,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Apple,MacBook Air,Ultrabook,11.6,1366x768,1.6,4,256GB Flash Storage,Mac OS X,1.08,959,Intel Core i5,Intel HD Graphics 6000,Flash Storage,Integrated,2.0,1,Mid Budget
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,Windows 10,2.1,478,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
HP,EliteBook 840,Ultrabook,14.0,2560x1440,2.5,8,256GB SSD,Windows 7,1.54,2198,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 3559,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 7,2.24,737,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,2.6,8,128GB SSD +  1TB HDD,Windows 10,2.3,1169,Intel Core i7 6700HQ,Nvidia GeForce GTX 960M,Hybrid,Integrated,2.5,1,Mid Budget
